train_id,train_type,station,scheduled_arrival,actual_arrival,scheduled_departure,actual_departure,delay_minutes,platform_used,track_used,position_meters,timestamp
EX-001,Express,Perambur,2024-01-15 10:30:30,2024-01-15 10:30:30,2024-01-15 10:35:30,2024-01-15 10:35:30,0.0,3,Main,58166.95037283335,2024-01-15 10:30:30
EX-001,Express,Perambur,2024-01-15 10:45:00,2024-01-15 10:45:00,2024-01-15 10:55:00,2024-01-15 10:55:00,0.0,1,Main,57131.94112529357,2024-01-15 10:45:00
EX-001,Express,Perambur,2024-01-15 10:45:30,2024-01-15 10:45:30,2024-01-15 10:52:30,2024-01-15 10:52:30,0.0,1,Main,56084.49940231664,2024-01-15 10:45:30
EX-001,Express,Perambur,2024-01-15 11:00:00,2024-01-15 11:00:00,2024-01-15 11:10:00,2024-01-15 11:10:00,0.0,1,Main,55043.10794396731,2024-01-15 11:00:00
EX-001,Express,Perambur,2024-01-15 11:00:30,2024-01-15 11:00:30,2024-01-15 11:05:30,2024-01-15 11:05:30,0.0,4,Main,53999.356221204136,2024-01-15 11:00:30
EX-001,Express,Perambur,2024-01-15 11:15:00,2024-01-15 11:15:00,2024-01-15 11:25:00,2024-01-15 11:25:00,0.0,1,Main,52950.55429212733,2024-01-15 11:15:00
EX-001,Express,Perambur,2024-01-15 11:11:24,2024-01-15 11:15:30,2024-01-15 11:18:24,2024-01-15 11:22:30,4.1,3,Main,51893.05575939748,2024-01-15 11:15:30
EX-001,Express,Perambur,2024-01-15 11:25:54,2024-01-15 11:30:00,2024-01-15 11:35:54,2024-01-15 11:40:00,4.1,2,Main,51893.05575939748,2024-01-15 11:30:00
EX-001,Express,Perambur,2024-01-15 11:25:06,2024-01-15 11:30:30,2024-01-15 11:33:06,2024-01-15 11:38:30,5.4,1,Main,50838.553959815385,2024-01-15 11:30:30
EX-001,Express,Perambur,2024-01-15 11:39:36,2024-01-15 11:45:00,2024-01-15 11:47:36,2024-01-15 11:53:00,5.4,4,Main,50838.553959815385,2024-01-15 11:45:00
EX-001,Express,Perambur,2024-01-15 11:40:06,2024-01-15 11:45:30,2024-01-15 11:45:06,2024-01-15 11:50:30,5.4,3,Main,50838.553959815385,2024-01-15 11:45:30
EX-001,Express,Perambur,2024-01-15 11:54:36,2024-01-15 12:00:00,2024-01-15 12:00:36,2024-01-15 12:06:00,5.4,4,Main,50838.553959815385,2024-01-15 12:00:00
EX-001,Express,Perambur,2024-01-15 11:55:06,2024-01-15 12:00:30,2024-01-15 12:01:06,2024-01-15 12:06:30,5.4,4,Main,50838.553959815385,2024-01-15 12:00:30
EX-001,Express,Katpadi Junction,2024-01-15 12:09:36,2024-01-15 12:15:00,2024-01-15 12:15:36,2024-01-15 12:21:00,5.4,3,Main,49791.23640381981,2024-01-15 12:15:00
EX-001,Express,Katpadi Junction,2024-01-15 12:10:06,2024-01-15 12:15:30,2024-01-15 12:19:06,2024-01-15 12:24:30,5.4,4,Main,48733.99886447401,2024-01-15 12:15:30
EX-001,Express,Katpadi Junction,2024-01-15 12:24:36,2024-01-15 12:30:00,2024-01-15 12:34:36,2024-01-15 12:40:00,5.4,4,Main,47682.84095582573,2024-01-15 12:30:00
EX-001,Express,Katpadi Junction,2024-01-15 12:25:06,2024-01-15 12:30:30,2024-01-15 12:32:06,2024-01-15 12:37:30,5.4,2,Main,46642.08673734687,2024-01-15 12:30:30
EX-001,Express,Chennai Central(MGR),2024-01-15 12:39:36,2024-01-15 12:45:00,2024-01-15 12:47:36,2024-01-15 12:53:00,5.4,1,Main,6402.963660357596,2024-01-15 12:45:00
EX-001,Express,Chennai Central(MGR),2024-01-15 12:40:06,2024-01-15 12:45:30,2024-01-15 12:47:06,2024-01-15 12:52:30,5.4,4,Main,6032.578355541382,2024-01-15 12:45:30
EX-001,Express,Katpadi Junction,2024-01-15 12:54:36,2024-01-15 13:00:00,2024-01-15 13:02:36,2024-01-15 13:08:00,5.4,1,Main,43572.488884356826,2024-01-15 13:00:00
EX-001,Express,Katpadi Junction,2024-01-15 12:55:06,2024-01-15 13:00:30,2024-01-15 13:04:06,2024-01-15 13:09:30,5.4,1,Main,42564.322054089615,2024-01-15 13:00:30
EX-001,Express,Katpadi Junction,2024-01-15 13:09:36,2024-01-15 13:15:00,2024-01-15 13:16:36,2024-01-15 13:22:00,5.4,1,Main,41554.298193413546,2024-01-15 13:15:00
EX-001,Express,Katpadi Junction,2024-01-15 13:10:06,2024-01-15 13:15:30,2024-01-15 13:15:06,2024-01-15 13:20:30,5.4,3,Main,40533.18137157391,2024-01-15 13:15:30
EX-001,Express,Katpadi Junction,2024-01-15 13:24:36,2024-01-15 13:30:00,2024-01-15 13:30:36,2024-01-15 13:36:00,5.4,3,Main,39523.21311062504,2024-01-15 13:30:00
EX-001,Express,Katpadi Junction,2024-01-15 13:25:06,2024-01-15 13:30:30,2024-01-15 13:33:06,2024-01-15 13:38:30,5.4,2,Main,38514.960733352986,2024-01-15 13:30:30
EX-001,Express,Katpadi Junction,2024-01-15 13:39:36,2024-01-15 13:45:00,2024-01-15 13:46:36,2024-01-15 13:52:00,5.4,1,Main,37494.95420072402,2024-01-15 13:45:00
EX-001,Express,Katpadi Junction,2024-01-15 13:40:06,2024-01-15 13:45:30,2024-01-15 13:48:06,2024-01-15 13:53:30,5.4,1,Main,36472.86474701832,2024-01-15 13:45:30
EX-001,Express,Katpadi Junction,2024-01-15 13:54:36,2024-01-15 14:00:00,2024-01-15 14:03:36,2024-01-15 14:09:00,5.4,4,Main,35459.525351627824,2024-01-15 14:00:00
EX-001,Express,Chennai Central(MGR),2024-01-15 13:55:06,2024-01-15 14:00:30,2024-01-15 14:01:06,2024-01-15 14:06:30,5.4,3,Main,9014.028295849914,2024-01-15 14:00:30
EX-001,Express,Katpadi Junction,2024-01-15 14:09:36,2024-01-15 14:15:00,2024-01-15 14:16:36,2024-01-15 14:22:00,5.4,2,Main,33433.56352928537,2024-01-15 14:15:00
EX-001,Express,Katpadi Junction,2024-01-15 14:10:06,2024-01-15 14:15:30,2024-01-15 14:19:06,2024-01-15 14:24:30,5.4,1,Main,32434.54682690905,2024-01-15 14:15:30
EX-001,Express,Chennai Central(MGR),2024-01-15 14:24:36,2024-01-15 14:30:00,2024-01-15 14:32:36,2024-01-15 14:38:00,5.4,4,Main,5566.014105741725,2024-01-15 14:30:00
EX-001,Express,Katpadi Junction,2024-01-15 14:25:06,2024-01-15 14:30:30,2024-01-15 14:33:06,2024-01-15 14:38:30,5.4,3,Main,30416.527541735144,2024-01-15 14:30:30
EX-001,Express,Tambaram,2024-01-15 14:39:36,2024-01-15 14:45:00,2024-01-15 14:47:36,2024-01-15 14:53:00,5.4,1,Main,29424.01630716177,2024-01-15 14:45:00
EX-001,Express,Tambaram,2024-01-15 14:40:06,2024-01-15 14:45:30,2024-01-15 14:48:06,2024-01-15 14:53:30,5.4,3,Main,28446.988762928617,2024-01-15 14:45:30
EX-001,Express,Chennai Central(MGR),2024-01-15 14:54:36,2024-01-15 15:00:00,2024-01-15 15:01:36,2024-01-15 15:07:00,5.4,4,Main,3819.5771855869752,2024-01-15 15:00:00
EX-001,Express,Tambaram,2024-01-15 14:55:06,2024-01-15 15:00:30,2024-01-15 15:02:06,2024-01-15 15:07:30,5.4,1,Main,26504.78040535992,2024-01-15 15:00:30
EX-001,Express,Tambaram,2024-01-15 15:09:36,2024-01-15 15:15:00,2024-01-15 15:18:36,2024-01-15 15:24:00,5.4,4,Main,25511.70709447428,2024-01-15 15:15:00
EX-001,Express,Tambaram,2024-01-15 15:10:06,2024-01-15 15:15:30,2024-01-15 15:18:06,2024-01-15 15:23:30,5.4,1,Main,24512.319205648422,2024-01-15 15:15:30
EX-001,Express,Tambaram,2024-01-15 15:24:36,2024-01-15 15:30:00,2024-01-15 15:33:36,2024-01-15 15:39:00,5.4,1,Main,23507.83876440249,2024-01-15 15:30:00
EX-001,Express,Tambaram,2024-01-15 15:25:06,2024-01-15 15:30:30,2024-01-15 15:35:06,2024-01-15 15:40:30,5.4,2,Main,22504.628859215547,2024-01-15 15:30:30
EX-001,Express,Tambaram,2024-01-15 15:39:36,2024-01-15 15:45:00,2024-01-15 15:47:36,2024-01-15 15:53:00,5.4,3,Main,21492.6293347144,2024-01-15 15:45:00
EX-001,Express,Tambaram,2024-01-15 15:40:06,2024-01-15 15:45:30,2024-01-15 15:45:06,2024-01-15 15:50:30,5.4,3,Main,20474.5247277067,2024-01-15 15:45:30
EX-001,Express,Chennai Egmore,2024-01-15 15:54:36,2024-01-15 16:00:00,2024-01-15 16:03:36,2024-01-15 16:09:00,5.4,3,Main,19457.993170947782,2024-01-15 16:00:00
EX-001,Express,Chennai Egmore,2024-01-15 15:55:06,2024-01-15 16:00:30,2024-01-15 16:02:06,2024-01-15 16:07:30,5.4,1,Main,18454.34049672312,2024-01-15 16:00:30
EX-001,Express,Chennai Egmore,2024-01-15 16:09:36,2024-01-15 16:15:00,2024-01-15 16:18:36,2024-01-15 16:24:00,5.4,1,Main,17440.935348204155,2024-01-15 16:15:00
EX-001,Express,Chennai Egmore,2024-01-15 16:10:06,2024-01-15 16:15:30,2024-01-15 16:15:06,2024-01-15 16:20:30,5.4,1,Main,16417.239408310532,2024-01-15 16:15:30
EX-001,Express,Chennai Egmore,2024-01-15 16:24:36,2024-01-15 16:30:00,2024-01-15 16:29:36,2024-01-15 16:35:00,5.4,2,Main,15377.635034174837,2024-01-15 16:30:00
EX-001,Express,Chennai Egmore,2024-01-15 16:25:06,2024-01-15 16:30:30,2024-01-15 16:35:06,2024-01-15 16:40:30,5.4,2,Main,14323.811053672767,2024-01-15 16:30:30
EX-001,Express,Chennai Egmore,2024-01-15 16:39:36,2024-01-15 16:45:00,2024-01-15 16:46:36,2024-01-15 16:52:00,5.4,2,Main,13259.562603023767,2024-01-15 16:45:00
EX-001,Express,Chennai Egmore,2024-01-15 16:40:06,2024-01-15 16:45:30,2024-01-15 16:47:06,2024-01-15 16:52:30,5.4,2,Main,12190.135679514782,2024-01-15 16:45:30
EX-001,Express,Chennai Central(MGR),2024-01-15 16:51:54,2024-01-15 17:00:00,2024-01-15 16:59:54,2024-01-15 17:08:00,8.100000000000001,2,Main,2156.3768833929016,2024-01-15 17:00:00
EX-001,Express,Chennai Egmore,2024-01-15 16:52:24,2024-01-15 17:00:30,2024-01-15 16:59:24,2024-01-15 17:07:30,8.100000000000001,2,Main,10082.72383462995,2024-01-15 17:00:30
EX-001,Express,Chennai Central(MGR),2024-01-15 17:06:54,2024-01-15 17:15:00,2024-01-15 17:12:54,2024-01-15 17:21:00,8.100000000000001,4,Main,1548.4140422766568,2024-01-15 17:15:00
EX-001,Express,Chennai Central(MGR),2024-01-15 17:07:24,2024-01-15 17:15:30,2024-01-15 17:17:24,2024-01-15 17:25:30,8.100000000000001,3,Main,7939.110119900788,2024-01-15 17:15:30
EX-001,Express,Chennai Central(MGR),2024-01-15 17:21:54,2024-01-15 17:30:00,2024-01-15 17:26:54,2024-01-15 17:35:00,8.100000000000001,1,Main,6872.777873230518,2024-01-15 17:30:00
EX-001,Express,Chennai Central(MGR),2024-01-15 17:22:24,2024-01-15 17:30:30,2024-01-15 17:28:24,2024-01-15 17:36:30,8.100000000000001,2,Main,5793.153019967387,2024-01-15 17:30:30
EX-001,Express,Chennai Central(MGR),2024-01-15 17:36:54,2024-01-15 17:45:00,2024-01-15 17:44:54,2024-01-15 17:53:00,8.100000000000001,2,Main,4725.398029875551,2024-01-15 17:45:00
EX-001,Express,Chennai Central(MGR),2024-01-15 17:37:24,2024-01-15 17:45:30,2024-01-15 17:42:24,2024-01-15 17:50:30,8.100000000000001,1,Main,3663.205047725976,2024-01-15 17:45:30
PA-002,Passenger,Chennai Egmore,2024-01-15 06:00:00,2024-01-15 06:00:00,2024-01-15 06:10:00,2024-01-15 06:10:00,0.0,8,Central,17399.825789693587,2024-01-15 06:00:00
PA-002,Passenger,Chennai Egmore,2024-01-15 06:00:30,2024-01-15 06:00:30,2024-01-15 06:06:30,2024-01-15 06:06:30,0.0,9,Central,17992.3280514144,2024-01-15 06:00:30
PA-002,Passenger,Chennai Egmore,2024-01-15 06:15:00,2024-01-15 06:15:00,2024-01-15 06:22:00,2024-01-15 06:22:00,0.0,9,Central,18570.17186901356,2024-01-15 06:15:00
PA-002,Passenger,Chennai Central(MGR),2024-01-15 06:15:30,2024-01-15 06:15:30,2024-01-15 06:21:30,2024-01-15 06:21:30,0.0,9,Central,6243.164562749078,2024-01-15 06:15:30
PA-002,Passenger,Chennai Egmore,2024-01-15 06:30:00,2024-01-15 06:30:00,2024-01-15 06:37:00,2024-01-15 06:37:00,0.0,8,Central,19734.87362977335,2024-01-15 06:30:00
PA-002,Passenger,Tambaram,2024-01-15 06:30:30,2024-01-15 06:30:30,2024-01-15 06:39:30,2024-01-15 06:39:30,0.0,9,Central,20314.181936969,2024-01-15 06:30:30
PA-002,Passenger,Tambaram,2024-01-15 06:45:00,2024-01-15 06:45:00,2024-01-15 06:54:00,2024-01-15 06:54:00,0.0,10,Central,20886.17074370121,2024-01-15 06:45:00
PA-002,Passenger,Tambaram,2024-01-15 06:45:30,2024-01-15 06:45:30,2024-01-15 06:51:30,2024-01-15 06:51:30,0.0,9,Central,21454.56847945284,2024-01-15 06:45:30
PA-002,Passenger,Tambaram,2024-01-15 07:00:00,2024-01-15 07:00:00,2024-01-15 07:05:00,2024-01-15 07:05:00,0.0,11,Central,22014.258740868405,2024-01-15 07:00:00
PA-002,Passenger,Tambaram,2024-01-15 07:00:30,2024-01-15 07:00:30,2024-01-15 07:09:30,2024-01-15 07:09:30,0.0,10,Central,22559.83258947022,2024-01-15 07:00:30
PA-002,Passenger,Tambaram,2024-01-15 07:15:00,2024-01-15 07:15:00,2024-01-15 07:23:00,2024-01-15 07:23:00,0.0,9,Central,23113.035511133945,2024-01-15 07:15:00
PA-002,Passenger,Tambaram,2024-01-15 07:15:30,2024-01-15 07:15:30,2024-01-15 07:23:30,2024-01-15 07:23:30,0.0,10,Central,23671.88823632898,2024-01-15 07:15:30
PA-002,Passenger,Tambaram,2024-01-15 07:30:00,2024-01-15 07:30:00,2024-01-15 07:36:00,2024-01-15 07:36:00,0.0,8,Central,24231.742768120286,2024-01-15 07:30:00
PA-002,Passenger,Tambaram,2024-01-15 07:30:30,2024-01-15 07:30:30,2024-01-15 07:40:30,2024-01-15 07:40:30,0.0,8,Central,24777.15707203623,2024-01-15 07:30:30
PA-002,Passenger,Tambaram,2024-01-15 07:45:00,2024-01-15 07:45:00,2024-01-15 07:52:00,2024-01-15 07:52:00,0.0,11,Central,25312.547460346217,2024-01-15 07:45:00
PA-002,Passenger,Tambaram,2024-01-15 07:45:30,2024-01-15 07:45:30,2024-01-15 07:50:30,2024-01-15 07:50:30,0.0,9,Central,25839.689240381347,2024-01-15 07:45:30
PA-002,Passenger,Tambaram,2024-01-15 08:00:00,2024-01-15 08:00:00,2024-01-15 08:05:00,2024-01-15 08:05:00,0.0,8,Central,26379.93632220969,2024-01-15 08:00:00
PA-002,Passenger,Tambaram,2024-01-15 08:00:30,2024-01-15 08:00:30,2024-01-15 08:06:30,2024-01-15 08:06:30,0.0,9,Central,26936.619461492115,2024-01-15 08:00:30
PA-002,Passenger,Tambaram,2024-01-15 08:15:00,2024-01-15 08:15:00,2024-01-15 08:25:00,2024-01-15 08:25:00,0.0,9,Central,27478.80505846602,2024-01-15 08:15:00
PA-002,Passenger,Tambaram,2024-01-15 08:15:30,2024-01-15 08:15:30,2024-01-15 08:21:30,2024-01-15 08:21:30,0.0,8,Central,28031.531631614947,2024-01-15 08:15:30
PA-002,Passenger,Tambaram,2024-01-15 08:30:00,2024-01-15 08:30:00,2024-01-15 08:38:00,2024-01-15 08:38:00,0.0,10,Central,28569.52042846527,2024-01-15 08:30:00
PA-002,Passenger,Tambaram,2024-01-15 08:30:30,2024-01-15 08:30:30,2024-01-15 08:36:30,2024-01-15 08:36:30,0.0,10,Central,29097.122516370226,2024-01-15 08:30:30
PA-002,Passenger,Tambaram,2024-01-15 08:45:00,2024-01-15 08:45:00,2024-01-15 08:52:00,2024-01-15 08:52:00,0.0,8,Central,29639.29592707329,2024-01-15 08:45:00
PA-002,Passenger,Tambaram,2024-01-15 08:45:30,2024-01-15 08:45:30,2024-01-15 08:50:30,2024-01-15 08:50:30,0.0,11,Central,20515.658421122986,2024-01-15 08:45:30
PA-002,Passenger,Katpadi Junction,2024-01-15 09:00:00,2024-01-15 09:00:00,2024-01-15 09:10:00,2024-01-15 09:10:00,0.0,8,Central,30723.707240857508,2024-01-15 09:00:00
PA-002,Passenger,Tambaram,2024-01-15 09:00:30,2024-01-15 09:00:30,2024-01-15 09:08:30,2024-01-15 09:08:30,0.0,8,Central,21928.846531819963,2024-01-15 09:00:30
PA-002,Passenger,Katpadi Junction,2024-01-15 09:15:00,2024-01-15 09:15:00,2024-01-15 09:23:00,2024-01-15 09:23:00,0.0,9,Central,31835.965677219083,2024-01-15 09:15:00
PA-002,Passenger,Katpadi Junction,2024-01-15 09:15:30,2024-01-15 09:15:30,2024-01-15 09:24:30,2024-01-15 09:24:30,0.0,11,Central,32410.069424079924,2024-01-15 09:15:30
PA-002,Passenger,Katpadi Junction,2024-01-15 09:30:00,2024-01-15 09:30:00,2024-01-15 09:37:00,2024-01-15 09:37:00,0.0,9,Central,32973.52446777015,2024-01-15 09:30:00
PA-002,Passenger,Katpadi Junction,2024-01-15 09:30:30,2024-01-15 09:30:30,2024-01-15 09:36:30,2024-01-15 09:36:30,0.0,10,Central,33544.252605331734,2024-01-15 09:30:30
PA-002,Passenger,Katpadi Junction,2024-01-15 09:45:00,2024-01-15 09:45:00,2024-01-15 09:51:00,2024-01-15 09:51:00,0.0,9,Central,34109.86330841068,2024-01-15 09:45:00
PA-002,Passenger,Katpadi Junction,2024-01-15 09:45:30,2024-01-15 09:45:30,2024-01-15 09:54:30,2024-01-15 09:54:30,0.0,9,Central,34683.56508919098,2024-01-15 09:45:30
PA-002,Passenger,Tambaram,2024-01-15 10:00:00,2024-01-15 10:00:00,2024-01-15 10:08:00,2024-01-15 10:08:00,0.0,9,Central,27271.600919609897,2024-01-15 10:00:00
PA-002,Passenger,Katpadi Junction,2024-01-15 10:00:30,2024-01-15 10:00:30,2024-01-15 10:05:30,2024-01-15 10:05:30,0.0,8,Central,35858.03669029147,2024-01-15 10:00:30
PA-002,Passenger,Katpadi Junction,2024-01-15 10:15:00,2024-01-15 10:15:00,2024-01-15 10:24:00,2024-01-15 10:24:00,0.0,8,Central,36448.85523545833,2024-01-15 10:15:00
PA-002,Passenger,Katpadi Junction,2024-01-15 10:15:30,2024-01-15 10:15:30,2024-01-15 10:25:30,2024-01-15 10:25:30,0.0,9,Central,37040.96351910194,2024-01-15 10:15:30
PA-002,Passenger,Katpadi Junction,2024-01-15 10:30:00,2024-01-15 10:30:00,2024-01-15 10:37:00,2024-01-15 10:37:00,0.0,10,Central,37646.25746481815,2024-01-15 10:30:00
PA-002,Passenger,Katpadi Junction,2024-01-15 10:30:30,2024-01-15 10:30:30,2024-01-15 10:35:30,2024-01-15 10:35:30,0.0,8,Central,38244.15768342135,2024-01-15 10:30:30
PA-002,Passenger,Katpadi Junction,2024-01-15 10:45:00,2024-01-15 10:45:00,2024-01-15 10:50:00,2024-01-15 10:50:00,0.0,10,Central,38852.03457736204,2024-01-15 10:45:00
PA-002,Passenger,Katpadi Junction,2024-01-15 10:45:30,2024-01-15 10:45:30,2024-01-15 10:50:30,2024-01-15 10:50:30,0.0,10,Central,39465.638393278015,2024-01-15 10:45:30
PA-002,Passenger,Katpadi Junction,2024-01-15 11:00:00,2024-01-15 11:00:00,2024-01-15 11:09:00,2024-01-15 11:09:00,0.0,8,Central,33664.79036068555,2024-01-15 11:00:00
PA-002,Passenger,Katpadi Junction,2024-01-15 11:00:30,2024-01-15 11:00:30,2024-01-15 11:08:30,2024-01-15 11:08:30,0.0,9,Central,40685.0498934006,2024-01-15 11:00:30
PA-002,Passenger,Katpadi Junction,2024-01-15 11:15:00,2024-01-15 11:15:00,2024-01-15 11:25:00,2024-01-15 11:25:00,0.0,9,Central,41280.81214381283,2024-01-15 11:15:00
PA-002,Passenger,Katpadi Junction,2024-01-15 11:15:30,2024-01-15 11:15:30,2024-01-15 11:24:30,2024-01-15 11:24:30,0.0,10,Central,41866.411196816975,2024-01-15 11:15:30
PA-002,Passenger,Katpadi Junction,2024-01-15 11:30:00,2024-01-15 11:30:00,2024-01-15 11:36:00,2024-01-15 11:36:00,0.0,9,Central,42440.84041536471,2024-01-15 11:30:00
